flight_id,flight_date,origin,destination,aircraft_id,aircraft_type,scheduled_departure,scheduled_duration_min,delay_reason,departure_delay_min,cancelled,passengers
FL004560,2025-07-21,HEL,FCO,OH-A135,A321,2025-07-21 18:22:00,409,None,0,False,148
FL004561,2025-07-21,HEL,LHR,OH-A129,A350,2025-07-21 07:49:00,73,ATC,14,False,167
FL004562,2025-07-21,HEL,AMS,OH-A126,A320,2025-07-21 16:25:00,159,None,0,False,124
FL004563,2025-07-21,HEL,ARN,OH-A136,A321,2025-07-21 17:18:00,520,None,0,False,198
FL004564,2025-07-21,HEL,NRT,OH-A132,A321,2025-07-21 20:07:00,526,None,0,False,122
FL004565,2025-07-21,HEL,CPH,OH-A129,A350,2025-07-21 21:54:00,499,None,0,False,208
FL004566,2025-07-21,HEL,BCN,OH-A145,A350,2025-07-21 09:26:00,584,Weather,50,False,251
FL004567,2025-07-21,HEL,LHR,OH-A131,E190,2025-07-21 05:53:00,498,None,0,False,76
FL004568,2025-07-21,HEL,MUC,OH-A103,A350,2025-07-21 19:38:00,438,None,0,False,202
FL004569,2025-07-22,HEL,LHR,OH-A102,E190,2025-07-22 10:55:00,357,None,0,False,73
FL004570,2025-07-22,HEL,CDG,OH-A134,A320,2025-07-22 17:54:00,174,None,0,False,130
FL004571,2025-07-22,HEL,FCO,OH-A139,A350,2025-07-22 20:21:00,85,None,0,False,276
FL004572,2025-07-22,HEL,JFK,OH-A140,A320,2025-07-22 09:15:00,459,ATC,12,False,168
FL004573,2025-07-22,HEL,CPH,OH-A127,A321,2025-07-22 14:56:00,360,ATC,5,False,146
FL004574,2025-07-22,HEL,AMS,OH-A135,A321,2025-07-22 21:02:00,431,None,0,False,146
FL004575,2025-07-22,HEL,BCN,OH-A135,A321,2025-07-22 05:30:00,338,None,0,False,198
FL004576,2025-07-22,HEL,CPH,OH-A124,A350,2025-07-22 06:22:00,441,None,0,False,200
FL004577,2025-07-22,HEL,BKK,OH-A133,A320,2025-07-22 11:26:00,388,None,0,False,166
FL004578,2025-07-22,HEL,OSL,OH-A103,A350,2025-07-22 14:50:00,317,None,0,False,200
FL004579,2025-07-22,HEL,NRT,OH-A108,A321,2025-07-22 06:17:00,280,None,0,False,195
FL004580,2025-07-22,HEL,ARN,OH-A128,A321,2025-07-22 10:58:00,273,None,0,False,138
FL004581,2025-07-22,HEL,NRT,OH-A125,A321,2025-07-22 09:05:00,592,None,0,False,118
FL004582,2025-07-22,HEL,ARN,OH-A145,A350,2025-07-22 14:08:00,94,None,0,False,274
FL004583,2025-07-22,HEL,MAD,OH-A112,A350,2025-07-22 18:40:00,362,Weather,47,False,183
FL004584,2025-07-22,HEL,AMS,OH-A146,A320,2025-07-22 08:44:00,509,None,0,False,141
FL004585,2025-07-22,HEL,FRA,OH-A134,A320,2025-07-22 15:16:00,348,None,0,False,148
FL004586,2025-07-22,HEL,CPH,OH-A108,A321,2025-07-22 21:57:00,480,Weather,37,False,188
FL004587,2025-07-22,HEL,MAD,OH-A115,A321,2025-07-22 05:10:00,293,Technical,5,False,192
FL004588,2025-07-22,HEL,BCN,OH-A136,A321,2025-07-22 17:20:00,475,None,0,False,197
FL004589,2025-07-22,HEL,CDG,OH-A103,A350,2025-07-22 16:45:00,105,None,0,False,244
FL004590,2025-07-22,HEL,FRA,OH-A102,E190,2025-07-22 06:22:00,348,Crew,34,False,91
FL004591,2025-07-22,HEL,MUC,OH-A110,A320,2025-07-22 10:12:00,392,None,0,False,161
FL004592,2025-07-22,HEL,MAD,OH-A114,A320,2025-07-22 13:26:00,560,None,0,False,149
FL004593,2025-07-22,HEL,MUC,OH-A130,A350,2025-07-22 19:41:00,231,None,0,False,180
FL004594,2025-07-23,HEL,ARN,OH-A133,A320,2025-07-23 08:50:00,542,None,0,True,107
FL004595,2025-07-23,HEL,NRT,OH-A122,E190,2025-07-23 07:10:00,601,Crew,51,False,69
FL004596,2025-07-23,HEL,NRT,OH-A100,A350,2025-07-23 21:52:00,278,None,0,False,256
FL004597,2025-07-23,HEL,LHR,OH-A124,A350,2025-07-23 19:45:00,163,None,0,False,169
FL004598,2025-07-23,HEL,MAD,OH-A138,A321,2025-07-23 05:36:00,609,None,0,False,179
FL004599,2025-07-23,HEL,LHR,OH-A104,A321,2025-07-23 09:48:00,107,None,0,False,206
FL004600,2025-07-23,HEL,JFK,OH-A133,A320,2025-07-23 13:24:00,611,None,0,False,135
FL004601,2025-07-23,HEL,FCO,OH-A119,A350,2025-07-23 13:22:00,412,ATC,33,False,194
FL004602,2025-07-23,HEL,FRA,OH-A140,A320,2025-07-23 15:33:00,437,None,0,False,158
FL004603,2025-07-23,HEL,NRT,OH-A128,A321,2025-07-23 17:21:00,379,Technical,63,True,180
FL004604,2025-07-23,HEL,LHR,OH-A137,A320,2025-07-23 15:16:00,345,Late Aircraft,44,False,160
FL004605,2025-07-23,HEL,BKK,OH-A132,A321,2025-07-23 15:28:00,565,None,0,False,190
FL004606,2025-07-23,HEL,CDG,OH-A109,A320,2025-07-23 06:29:00,199,Weather,32,False,119
FL004607,2025-07-23,HEL,NRT,OH-A123,E190,2025-07-23 18:45:00,151,Weather,39,False,64
FL004608,2025-07-23,HEL,JFK,OH-A146,A320,2025-07-23 11:53:00,46,Technical,47,False,106
FL004609,2025-07-23,HEL,MUC,OH-A130,A350,2025-07-23 12:58:00,229,None,0,False,253
FL004610,2025-07-23,HEL,CPH,OH-A107,A350,2025-07-23 21:46:00,614,None,0,False,266
FL004611,2025-07-23,HEL,FCO,OH-A136,A321,2025-07-23 15:13:00,530,Weather,8,False,173
FL004612,2025-07-24,HEL,AMS,OH-A125,A321,2025-07-24 08:14:00,190,None,0,False,189
FL004613,2025-07-24,HEL,FCO,OH-A128,A321,2025-07-24 21:59:00,214,None,0,False,184
FL004614,2025-07-24,HEL,CPH,OH-A141,A350,2025-07-24 16:33:00,547,Technical,78,False,242
FL004615,2025-07-24,HEL,FCO,OH-A133,A320,2025-07-24 07:28:00,487,None,0,False,97
FL004616,2025-07-24,HEL,LHR,OH-A123,E190,2025-07-24 19:19:00,587,Late Aircraft,37,False,73
FL004617,2025-07-24,HEL,FCO,OH-A108,A321,2025-07-24 14:13:00,291,None,0,False,126
FL004618,2025-07-24,HEL,FCO,OH-A110,A320,2025-07-24 19:57:00,291,Ground Handling,7,False,114
FL004619,2025-07-24,HEL,ARN,OH-A144,A350,2025-07-24 16:16:00,260,None,0,False,181
FL004620,2025-07-24,HEL,LHR,OH-A110,A320,2025-07-24 10:48:00,402,Crew,35,False,129
FL004621,2025-07-24,HEL,JFK,OH-A114,A320,2025-07-24 11:48:00,79,Ground Handling,65,True,164
FL004622,2025-07-24,HEL,CDG,OH-A120,A350,2025-07-24 12:53:00,347,None,0,False,274
FL004623,2025-07-24,HEL,FRA,OH-A109,A320,2025-07-24 08:58:00,315,None,0,False,101
FL004624,2025-07-24,HEL,ARN,OH-A113,A350,2025-07-24 15:43:00,415,None,0,False,215
FL004625,2025-07-24,HEL,MAD,OH-A106,A350,2025-07-24 12:57:00,575,None,0,False,238
FL004626,2025-07-24,HEL,CPH,OH-A111,E190,2025-07-24 18:20:00,405,None,0,False,74
FL004627,2025-07-24,HEL,LHR,OH-A145,A350,2025-07-24 14:35:00,367,ATC,38,False,190
FL004628,2025-07-24,HEL,FRA,OH-A102,E190,2025-07-24 08:05:00,412,None,0,False,59
FL004629,2025-07-24,HEL,FCO,OH-A105,E190,2025-07-24 10:41:00,486,None,0,False,87
FL004630,2025-07-24,HEL,FRA,OH-A126,A320,2025-07-24 05:07:00,51,None,0,True,143
FL004631,2025-07-24,HEL,BKK,OH-A133,A320,2025-07-24 18:20:00,123,None,0,True,95
FL004632,2025-07-25,HEL,AMS,OH-A121,A320,2025-07-25 11:34:00,127,Technical,5,False,116
FL004633,2025-07-25,HEL,OSL,OH-A121,A320,2025-07-25 21:16:00,488,None,0,False,174
FL004634,2025-07-25,HEL,FRA,OH-A136,A321,2025-07-25 09:29:00,139,None,0,False,195
FL004635,2025-07-25,HEL,LHR,OH-A138,A321,2025-07-25 10:12:00,348,None,0,False,168
FL004636,2025-07-25,HEL,FRA,OH-A139,A350,2025-07-25 17:45:00,478,None,0,False,208
FL004637,2025-07-25,HEL,AMS,OH-A124,A350,2025-07-25 18:39:00,577,Weather,46,False,296
FL004638,2025-07-25,HEL,OSL,OH-A120,A350,2025-07-25 05:56:00,459,ATC,21,False,294
FL004639,2025-07-25,HEL,JFK,OH-A118,A350,2025-07-25 15:00:00,510,None,0,False,246
FL004640,2025-07-25,HEL,MUC,OH-A107,A350,2025-07-25 17:36:00,319,None,0,False,269
FL004641,2025-07-25,HEL,JFK,OH-A117,A321,2025-07-25 12:20:00,432,None,0,False,189
FL004642,2025-07-25,HEL,JFK,OH-A132,A321,2025-07-25 12:12:00,534,None,0,False,196
FL004643,2025-07-25,HEL,LHR,OH-A125,A321,2025-07-25 19:54:00,363,None,0,False,138
FL004644,2025-07-25,HEL,CDG,OH-A107,A350,2025-07-25 17:31:00,107,Weather,50,False,222
FL004645,2025-07-25,HEL,BKK,OH-A101,A320,2025-07-25 17:36:00,158,None,0,False,172
FL004646,2025-07-25,HEL,CDG,OH-A102,E190,2025-07-25 08:12:00,209,ATC,20,False,65
FL004647,2025-07-25,HEL,CPH,OH-A109,A320,2025-07-25 15:44:00,121,Weather,20,False,165
FL004648,2025-07-25,HEL,MUC,OH-A113,A350,2025-07-25 06:12:00,334,None,0,False,180
FL004649,2025-07-25,HEL,BKK,OH-A146,A320,2025-07-25 06:20:00,178,None,0,False,142
FL004650,2025-07-25,HEL,LHR,OH-A127,A321,2025-07-25 16:04:00,491,None,0,False,196
FL004651,2025-07-25,HEL,BCN,OH-A123,E190,2025-07-25 11:29:00,229,Weather,48,False,97
FL004652,2025-07-25,HEL,CDG,OH-A146,A320,2025-07-25 14:02:00,366,None,0,False,144
FL004653,2025-07-25,HEL,AMS,OH-A111,E190,2025-07-25 17:46:00,95,None,0,False,66
FL004654,2025-07-26,HEL,AMS,OH-A144,A350,2025-07-26 17:59:00,222,ATC,41,False,268
FL004655,2025-07-26,HEL,AMS,OH-A127,A321,2025-07-26 11:19:00,73,None,0,False,141
FL004656,2025-07-26,HEL,FRA,OH-A132,A321,2025-07-26 10:32:00,496,None,0,False,139
FL004657,2025-07-26,HEL,BKK,OH-A127,A321,2025-07-26 11:05:00,174,ATC,47,False,140
FL004658,2025-07-26,HEL,BKK,OH-A135,A321,2025-07-26 20:23:00,122,Technical,22,False,163
FL004659,2025-07-26,HEL,BCN,OH-A131,E190,2025-07-26 18:53:00,586,Late Aircraft,64,False,95
FL004660,2025-07-26,HEL,CPH,OH-A114,A320,2025-07-26 06:29:00,543,None,0,False,166
FL004661,2025-07-26,HEL,LHR,OH-A124,A350,2025-07-26 11:20:00,603,None,0,False,167
FL004662,2025-07-26,HEL,OSL,OH-A108,A321,2025-07-26 16:27:00,411,None,0,True,136
FL004663,2025-07-26,HEL,ARN,OH-A146,A320,2025-07-26 05:27:00,359,None,0,False,124
FL004664,2025-07-26,HEL,AMS,OH-A117,A321,2025-07-26 11:28:00,361,Weather,12,False,203
FL004665,2025-07-26,HEL,ARN,OH-A142,A350,2025-07-26 06:50:00,609,None,0,False,178
FL004666,2025-07-26,HEL,BCN,OH-A101,A320,2025-07-26 21:38:00,363,Weather,59,False,97
FL004667,2025-07-26,HEL,LHR,OH-A110,A320,2025-07-26 16:38:00,501,None,0,False,124
FL004668,2025-07-26,HEL,FCO,OH-A109,A320,2025-07-26 10:56:00,598,Ground Handling,31,False,126
FL004669,2025-07-26,HEL,MUC,OH-A123,E190,2025-07-26 20:01:00,184,None,0,False,84
FL004670,2025-07-26,HEL,BKK,OH-A131,E190,2025-07-26 20:39:00,459,None,0,False,98
FL004671,2025-07-26,HEL,FRA,OH-A122,E190,2025-07-26 17:23:00,449,None,0,False,63
FL004672,2025-07-26,HEL,OSL,OH-A131,E190,2025-07-26 12:39:00,120,Ground Handling,61,False,84
FL004673,2025-07-27,HEL,CPH,OH-A100,A350,2025-07-27 14:01:00,260,None,0,False,194
FL004674,2025-07-27,HEL,CPH,OH-A132,A321,2025-07-27 16:40:00,358,None,0,False,194
FL004675,2025-07-27,HEL,BCN,OH-A135,A321,2025-07-27 16:23:00,611,Crew,26,False,172
FL004676,2025-07-27,HEL,FRA,OH-A122,E190,2025-07-27 12:29:00,120,None,0,False,68
FL004677,2025-07-27,HEL,JFK,OH-A118,A350,2025-07-27 06:53:00,596,Crew,36,False,186
FL004678,2025-07-27,HEL,ARN,OH-A145,A350,2025-07-27 21:08:00,158,Crew,41,False,237
FL004679,2025-07-27,HEL,OSL,OH-A121,A320,2025-07-27 17:13:00,229,None,0,False,121
FL004680,2025-07-27,HEL,JFK,OH-A136,A321,2025-07-27 21:07:00,171,None,0,False,167
FL004681,2025-07-27,HEL,BKK,OH-A139,A350,2025-07-27 10:44:00,60,Technical,5,False,223
FL004682,2025-07-27,HEL,FCO,OH-A147,A321,2025-07-27 12:17:00,294,None,0,False,206
FL004683,2025-07-27,HEL,ARN,OH-A117,A321,2025-07-27 09:01:00,82,None,0,False,183
FL004684,2025-07-27,HEL,ARN,OH-A109,A320,2025-07-27 06:06:00,445,Technical,6,False,137
FL004685,2025-07-27,HEL,NRT,OH-A105,E190,2025-07-27 13:35:00,262,None,0,False,78
FL004686,2025-07-27,HEL,FRA,OH-A116,A320,2025-07-27 10:17:00,201,None,0,False,127
FL004687,2025-07-27,HEL,FRA,OH-A123,E190,2025-07-27 07:21:00,138,None,0,False,77
FL004688,2025-07-27,HEL,BKK,OH-A138,A321,2025-07-27 12:38:00,104,None,0,False,150
FL004689,2025-07-27,HEL,LHR,OH-A119,A350,2025-07-27 10:04:00,403,None,0,False,196
FL004690,2025-07-27,HEL,LHR,OH-A117,A321,2025-07-27 07:19:00,231,ATC,5,False,194
FL004691,2025-07-27,HEL,MAD,OH-A143,A321,2025-07-27 07:53:00,180,None,0,False,197
FL004692,2025-07-27,HEL,NRT,OH-A144,A350,2025-07-27 08:45:00,183,Technical,42,False,195
FL004693,2025-07-27,HEL,AMS,OH-A117,A321,2025-07-27 06:34:00,332,Weather,32,False,184
FL004694,2025-07-27,HEL,OSL,OH-A102,E190,2025-07-27 18:11:00,578,Weather,41,False,88
FL004695,2025-07-27,HEL,ARN,OH-A116,A320,2025-07-27 10:49:00,487,None,0,False,114
FL004696,2025-07-28,HEL,JFK,OH-A101,A320,2025-07-28 18:21:00,530,Crew,72,False,160
FL004697,2025-07-28,HEL,ARN,OH-A105,E190,2025-07-28 17:23:00,364,Weather,44,False,82
FL004698,2025-07-28,HEL,FRA,OH-A117,A321,2025-07-28 06:31:00,569,None,0,False,164
FL004699,2025-07-28,HEL,ARN,OH-A121,A320,2025-07-28 17:22:00,137,None,0,False,123
FL004700,2025-07-28,HEL,MAD,OH-A114,A320,2025-07-28 14:00:00,327,None,0,False,96
FL004701,2025-07-28,HEL,OSL,OH-A114,A320,2025-07-28 19:13:00,277,None,0,False,146
FL004702,2025-07-28,HEL,AMS,OH-A106,A350,2025-07-28 13:47:00,407,None,0,False,192
FL004703,2025-07-28,HEL,MUC,OH-A146,A320,2025-07-28 10:16:00,57,None,0,False,168
FL004704,2025-07-28,HEL,AMS,OH-A144,A350,2025-07-28 08:42:00,402,ATC,17,False,285
FL004705,2025-07-28,HEL,MAD,OH-A134,A320,2025-07-28 06:20:00,272,None,0,False,122
FL004706,2025-07-28,HEL,MUC,OH-A125,A321,2025-07-28 16:27:00,503,Technical,29,True,114
FL004707,2025-07-28,HEL,AMS,OH-A134,A320,2025-07-28 13:56:00,532,Weather,34,False,130
FL004708,2025-07-28,HEL,CDG,OH-A113,A350,2025-07-28 05:07:00,195,None,0,False,179
FL004709,2025-07-28,HEL,AMS,OH-A129,A350,2025-07-28 09:13:00,508,Weather,39,False,212
FL004710,2025-07-28,HEL,CDG,OH-A104,A321,2025-07-28 19:21:00,53,Weather,48,False,193
FL004711,2025-07-28,HEL,BCN,OH-A121,A320,2025-07-28 16:25:00,137,None,0,False,143
FL004712,2025-07-28,HEL,FCO,OH-A129,A350,2025-07-28 07:16:00,493,Weather,39,False,226
FL004713,2025-07-28,HEL,BCN,OH-A128,A321,2025-07-28 21:48:00,213,Weather,39,False,133
FL004714,2025-07-29,HEL,BKK,OH-A133,A320,2025-07-29 12:22:00,172,None,0,False,134
FL004715,2025-07-29,HEL,CPH,OH-A127,A321,2025-07-29 07:50:00,459,None,0,False,201
FL004716,2025-07-29,HEL,JFK,OH-A122,E190,2025-07-29 14:06:00,508,None,0,False,72
FL004717,2025-07-29,HEL,MAD,OH-A122,E190,2025-07-29 17:02:00,488,None,0,False,94
FL004718,2025-07-29,HEL,CPH,OH-A129,A350,2025-07-29 10:16:00,304,None,0,False,223
FL004719,2025-07-29,HEL,NRT,OH-A115,A321,2025-07-29 06:34:00,269,Crew,29,False,169
FL004720,2025-07-29,HEL,OSL,OH-A123,E190,2025-07-29 05:32:00,400,None,0,False,77
FL004721,2025-07-29,HEL,OSL,OH-A112,A350,2025-07-29 21:57:00,407,Ground Handling,48,False,268
FL004722,2025-07-29,HEL,MUC,OH-A135,A321,2025-07-29 10:38:00,138,Crew,47,False,208
FL004723,2025-07-29,HEL,CPH,OH-A118,A350,2025-07-29 19:20:00,165,None,0,False,240
FL004724,2025-07-29,HEL,CPH,OH-A111,E190,2025-07-29 19:50:00,92,None,0,False,58
FL004725,2025-07-29,HEL,BCN,OH-A135,A321,2025-07-29 14:18:00,460,None,0,False,187
FL004726,2025-07-29,HEL,BKK,OH-A128,A321,2025-07-29 16:25:00,278,None,0,False,119
FL004727,2025-07-29,HEL,ARN,OH-A143,A321,2025-07-29 21:01:00,535,None,0,False,194
FL004728,2025-07-29,HEL,BCN,OH-A145,A350,2025-07-29 21:52:00,254,None,0,False,183
FL004729,2025-07-29,HEL,BCN,OH-A116,A320,2025-07-29 10:07:00,490,None,0,False,106
FL004730,2025-07-29,HEL,ARN,OH-A119,A350,2025-07-29 18:40:00,96,None,0,False,173
FL004731,2025-07-29,HEL,OSL,OH-A105,E190,2025-07-29 05:40:00,250,None,0,False,87
FL004732,2025-07-29,HEL,FRA,OH-A123,E190,2025-07-29 14:09:00,589,None,0,False,95
FL004733,2025-07-30,HEL,OSL,OH-A119,A350,2025-07-30 14:46:00,439,None,0,False,233
FL004734,2025-07-30,HEL,ARN,OH-A101,A320,2025-07-30 09:58:00,111,None,0,False,106
FL004735,2025-07-30,HEL,BKK,OH-A128,A321,2025-07-30 10:51:00,385,None,0,False,157
FL004736,2025-07-30,HEL,OSL,OH-A111,E190,2025-07-30 12:52:00,114,Technical,31,False,72
FL004737,2025-07-30,HEL,CDG,OH-A124,A350,2025-07-30 17:25:00,173,None,0,False,290
FL004738,2025-07-30,HEL,FCO,OH-A127,A321,2025-07-30 10:07:00,492,None,0,False,196
FL004739,2025-07-30,HEL,CPH,OH-A131,E190,2025-07-30 06:39:00,194,None,0,False,67
FL004740,2025-07-30,HEL,OSL,OH-A133,A320,2025-07-30 07:27:00,281,None,0,False,145
FL004741,2025-07-30,HEL,FCO,OH-A102,E190,2025-07-30 11:35:00,252,None,0,False,86
FL004742,2025-07-30,HEL,ARN,OH-A108,A321,2025-07-30 18:02:00,239,Technical,40,False,169
FL004743,2025-07-30,HEL,MAD,OH-A108,A321,2025-07-30 08:12:00,573,None,0,False,116
FL004744,2025-07-30,HEL,MUC,OH-A113,A350,2025-07-30 07:45:00,526,None,0,False,246
FL004745,2025-07-30,HEL,LHR,OH-A122,E190,2025-07-30 17:51:00,538,None,0,False,87
FL004746,2025-07-30,HEL,BCN,OH-A131,E190,2025-07-30 14:18:00,493,Ground Handling,27,False,81
FL004747,2025-07-30,HEL,CDG,OH-A105,E190,2025-07-30 19:11:00,212,None,0,False,77
FL004748,2025-07-30,HEL,BKK,OH-A137,A320,2025-07-30 06:32:00,224,Technical,5,False,112
FL004749,2025-07-30,HEL,AMS,OH-A134,A320,2025-07-30 06:11:00,431,None,0,False,106
FL004750,2025-07-30,HEL,FCO,OH-A102,E190,2025-07-30 11:54:00,380,Crew,47,False,77
FL004751,2025-07-30,HEL,LHR,OH-A105,E190,2025-07-30 05:24:00,279,None,0,False,83
FL004752,2025-07-30,HEL,JFK,OH-A108,A321,2025-07-30 11:19:00,295,None,0,False,193
FL004753,2025-07-30,HEL,CDG,OH-A114,A320,2025-07-30 16:19:00,615,None,0,False,119
FL004754,2025-07-30,HEL,MUC,OH-A114,A320,2025-07-30 12:17:00,143,None,0,False,156
FL004755,2025-07-30,HEL,JFK,OH-A136,A321,2025-07-30 20:12:00,194,ATC,20,False,142
FL004756,2025-07-30,HEL,NRT,OH-A130,A350,2025-07-30 21:45:00,442,None,0,False,291
FL004757,2025-07-30,HEL,FCO,OH-A115,A321,2025-07-30 06:38:00,62,Weather,36,False,193
FL004758,2025-07-30,HEL,MAD,OH-A109,A320,2025-07-30 20:00:00,586,Weather,62,False,126
FL004759,2025-07-30,HEL,MAD,OH-A137,A320,2025-07-30 05:26:00,574,Crew,5,False,157
FL004760,2025-07-31,HEL,CDG,OH-A132,A321,2025-07-31 12:15:00,115,None,0,False,195
FL004761,2025-07-31,HEL,BKK,OH-A103,A350,2025-07-31 13:47:00,290,None,0,False,235
FL004762,2025-07-31,HEL,BKK,OH-A145,A350,2025-07-31 05:13:00,576,Crew,66,False,277
FL004763,2025-07-31,HEL,MUC,OH-A125,A321,2025-07-31 08:14:00,57,Crew,66,False,115
FL004764,2025-07-31,HEL,ARN,OH-A111,E190,2025-07-31 14:25:00,103,None,0,False,75
FL004765,2025-07-31,HEL,BKK,OH-A136,A321,2025-07-31 07:57:00,208,None,0,False,119
FL004766,2025-07-31,HEL,BCN,OH-A107,A350,2025-07-31 09:04:00,409,None,0,False,222
FL004767,2025-07-31,HEL,MUC,OH-A132,A321,2025-07-31 18:28:00,618,None,0,False,146
FL004768,2025-07-31,HEL,CPH,OH-A136,A321,2025-07-31 11:39:00,203,None,0,False,142
FL004769,2025-07-31,HEL,BKK,OH-A146,A320,2025-07-31 11:20:00,384,Ground Handling,34,False,136
FL004770,2025-07-31,HEL,FCO,OH-A107,A350,2025-07-31 18:09:00,541,None,0,False,236
FL004771,2025-07-31,HEL,LHR,OH-A146,A320,2025-07-31 13:34:00,147,None,0,False,103
FL004772,2025-07-31,HEL,AMS,OH-A109,A320,2025-07-31 14:53:00,595,Crew,5,False,125
FL004773,2025-07-31,HEL,CDG,OH-A127,A321,2025-07-31 07:09:00,183,None,0,False,209
FL004774,2025-07-31,HEL,NRT,OH-A112,A350,2025-07-31 05:40:00,68,None,0,False,264
FL004775,2025-07-31,HEL,FRA,OH-A118,A350,2025-07-31 21:56:00,399,None,0,False,274
FL004776,2025-07-31,HEL,NRT,OH-A142,A350,2025-07-31 07:12:00,366,ATC,20,False,210
FL004777,2025-07-31,HEL,MAD,OH-A113,A350,2025-07-31 11:06:00,203,Crew,50,False,238
FL004778,2025-07-31,HEL,AMS,OH-A139,A350,2025-07-31 17:00:00,455,None,0,False,204
FL004779,2025-07-31,HEL,AMS,OH-A134,A320,2025-07-31 05:13:00,240,ATC,36,False,120
FL004780,2025-07-31,HEL,JFK,OH-A103,A350,2025-07-31 09:02:00,486,Weather,39,False,183
FL004781,2025-07-31,HEL,FRA,OH-A100,A350,2025-07-31 19:03:00,258,None,0,False,293
FL004782,2025-08-01,HEL,FRA,OH-A102,E190,2025-08-01 06:50:00,62,None,0,False,75
FL004783,2025-08-01,HEL,MUC,OH-A121,A320,2025-08-01 14:07:00,79,None,0,False,152
FL004784,2025-08-01,HEL,ARN,OH-A116,A320,2025-08-01 10:22:00,251,Weather,26,False,142
FL004785,2025-08-01,HEL,AMS,OH-A114,A320,2025-08-01 05:06:00,443,Ground Handling,42,False,137
FL004786,2025-08-01,HEL,FRA,OH-A115,A321,2025-08-01 12:12:00,435,Crew,47,False,186
FL004787,2025-08-01,HEL,CDG,OH-A136,A321,2025-08-01 05:20:00,490,None,0,False,172
FL004788,2025-08-01,HEL,JFK,OH-A121,A320,2025-08-01 15:32:00,110,None,0,False,147
FL004789,2025-08-01,HEL,BKK,OH-A116,A320,2025-08-01 20:05:00,489,None,0,False,151
FL004790,2025-08-01,HEL,FRA,OH-A117,A321,2025-08-01 11:12:00,369,Weather,31,False,146
FL004791,2025-08-01,HEL,FCO,OH-A143,A321,2025-08-01 19:23:00,81,None,0,False,118
FL004792,2025-08-01,HEL,LHR,OH-A118,A350,2025-08-01 18:11:00,528,None,0,False,291
FL004793,2025-08-01,HEL,NRT,OH-A125,A321,2025-08-01 08:39:00,509,Weather,5,True,204
FL004794,2025-08-01,HEL,MAD,OH-A132,A321,2025-08-01 13:30:00,455,Ground Handling,10,False,137
FL004795,2025-08-01,HEL,FCO,OH-A101,A320,2025-08-01 12:33:00,76,None,0,False,148
FL004796,2025-08-01,HEL,BCN,OH-A103,A350,2025-08-01 20:39:00,343,None,0,False,286
FL004797,2025-08-01,HEL,JFK,OH-A106,A350,2025-08-01 06:31:00,81,None,0,False,263
FL004798,2025-08-01,HEL,MUC,OH-A127,A321,2025-08-01 10:36:00,592,None,0,False,116
FL004799,2025-08-01,HEL,BKK,OH-A113,A350,2025-08-01 07:20:00,266,None,0,False,283
FL004800,2025-08-01,HEL,MAD,OH-A120,A350,2025-08-01 15:36:00,497,None,0,False,170
FL004801,2025-08-01,HEL,FRA,OH-A107,A350,2025-08-01 05:46:00,499,Technical,11,False,276
FL004802,2025-08-01,HEL,OSL,OH-A121,A320,2025-08-01 17:10:00,593,None,0,False,104
FL004803,2025-08-01,HEL,NRT,OH-A115,A321,2025-08-01 21:42:00,472,None,0,False,158
FL004804,2025-08-01,HEL,ARN,OH-A118,A350,2025-08-01 19:13:00,512,None,0,False,203
FL004805,2025-08-02,HEL,MUC,OH-A142,A350,2025-08-02 21:31:00,318,None,0,False,238
FL004806,2025-08-02,HEL,BCN,OH-A125,A321,2025-08-02 08:29:00,481,Weather,68,False,166
FL004807,2025-08-02,HEL,OSL,OH-A143,A321,2025-08-02 10:08:00,397,None,0,False,174
FL004808,2025-08-02,HEL,LHR,OH-A104,A321,2025-08-02 06:00:00,160,None,0,False,117
FL004809,2025-08-02,HEL,MAD,OH-A120,A350,2025-08-02 16:38:00,468,None,0,False,166
FL004810,2025-08-02,HEL,LHR,OH-A100,A350,2025-08-02 11:32:00,502,Ground Handling,41,False,184
FL004811,2025-08-02,HEL,MAD,OH-A114,A320,2025-08-02 13:17:00,315,Crew,33,False,151
FL004812,2025-08-02,HEL,BKK,OH-A121,A320,2025-08-02 06:14:00,353,None,0,True,154
FL004813,2025-08-02,HEL,CPH,OH-A117,A321,2025-08-02 05:23:00,321,None,0,False,139
FL004814,2025-08-02,HEL,NRT,OH-A128,A321,2025-08-02 14:26:00,173,None,0,False,170
FL004815,2025-08-02,HEL,OSL,OH-A147,A321,2025-08-02 12:33:00,329,ATC,33,False,181
FL004816,2025-08-02,HEL,CPH,OH-A123,E190,2025-08-02 16:42:00,196,ATC,47,False,83
FL004817,2025-08-02,HEL,JFK,OH-A142,A350,2025-08-02 18:25:00,451,None,0,True,283
FL004818,2025-08-02,HEL,OSL,OH-A142,A350,2025-08-02 17:23:00,381,Ground Handling,48,False,195
FL004819,2025-08-02,HEL,MAD,OH-A138,A321,2025-08-02 19:34:00,309,Weather,31,False,142
FL004820,2025-08-02,HEL,CPH,OH-A129,A350,2025-08-02 10:40:00,586,None,0,False,248
FL004821,2025-08-02,HEL,CPH,OH-A106,A350,2025-08-02 12:10:00,470,None,0,False,297
FL004822,2025-08-02,HEL,OSL,OH-A132,A321,2025-08-02 10:10:00,408,None,0,False,206
