event_id,flight_id,event_type,severity,reported_at,resolved_hours
EV201782,FL002784,Gate Change,Medium,2025-08-21 05:38:00,5.0
EV201783,FL001144,Delay,Low,2025-12-20 06:24:00,2.7
EV201784,FL004778,Cleaning Issue,Medium,2025-12-27 15:49:00,5.0
EV201785,FL002811,Delay,Medium,2025-07-30 17:51:00,8.4
EV201786,FL003396,Technical Defect,High,2025-06-24 19:32:00,2.8
EV201787,FL000163,Delay,Low,2025-11-24 13:48:00,3.7
EV201788,FL007758,Technical Defect,Medium,2025-03-07 15:24:00,1.4
EV201789,FL005298,Delay,Medium,2025-03-09 05:33:00,1.6
EV201790,FL001957,Delay,Medium,2025-04-03 08:04:00,2.4
EV201791,FL000557,Cleaning Issue,Low,2025-10-29 10:51:00,2.6
EV201792,FL003205,Gate Change,Low,2025-03-18 21:34:00,0.6
EV201793,FL001213,Baggage Issue,Low,2025-06-01 17:41:00,8.8
EV201794,FL001548,Technical Defect,Low,2025-03-02 14:51:00,5.2
EV201795,FL006518,Delay,Medium,2025-06-26 18:47:00,3.5
EV201796,FL000436,Cleaning Issue,Medium,2025-06-06 11:38:00,1.3
EV201797,FL004153,Delay,Low,2025-10-27 19:28:00,3.7
EV201798,FL006347,Crew Issue,High,2025-01-27 07:24:00,2.2
EV201799,FL004871,Cleaning Issue,Medium,2025-03-16 10:02:00,4.4
EV201800,FL001083,Gate Change,Critical,2025-09-25 15:26:00,1.0
EV201801,FL002311,Technical Defect,Low,2025-03-02 13:39:00,6.9
EV201802,FL001417,Delay,Medium,2025-05-25 21:01:00,2.5
EV201803,FL007987,Delay,Low,2025-01-19 18:54:00,6.6
EV201804,FL005568,Delay,High,2025-08-16 16:35:00,13.6
EV201805,FL008108,Baggage Issue,Low,2025-07-16 21:29:00,1.3
EV201806,FL001119,Cleaning Issue,Low,2025-07-09 21:08:00,2.5
EV201807,FL003004,Crew Issue,Medium,2025-09-11 16:35:00,1.0
EV201808,FL002909,Delay,Low,2025-04-30 18:59:00,1.6
EV201809,FL006472,Delay,High,2025-12-05 20:46:00,3.3
EV201810,FL000597,Delay,Low,2025-12-15 10:11:00,0.8
EV201811,FL006590,Fuel Issue,Low,2025-10-07 05:21:00,8.0
EV201812,FL003844,Delay,Low,2025-11-26 19:47:00,2.0
EV201813,FL007506,Gate Change,Low,2025-08-13 18:35:00,4.3
EV201814,FL002708,Cleaning Issue,High,2025-12-02 12:07:00,8.4
EV201815,FL007078,Cleaning Issue,High,2025-07-04 14:30:00,0.9
EV201816,FL007348,Delay,High,2025-10-16 14:06:00,4.6
EV201817,FL003610,Cleaning Issue,High,2025-06-16 07:09:00,5.4
EV201818,FL007376,Delay,Low,2025-09-24 09:38:00,0.9
EV201819,FL002966,Fuel Issue,Medium,2025-06-09 19:59:00,1.1
EV201820,FL005428,Delay,Low,2025-05-04 19:41:00,3.4
EV201821,FL007681,Delay,Medium,2025-10-21 16:19:00,7.9
EV201822,FL001458,Crew Issue,High,2025-02-24 17:34:00,5.9
EV201823,FL003352,Technical Defect,Low,2025-05-10 15:28:00,1.5
EV201824,FL000438,Cleaning Issue,Medium,2025-12-06 07:27:00,5.2
EV201825,FL004273,Technical Defect,Medium,2025-04-26 21:59:00,8.2
EV201826,FL002264,Technical Defect,High,2025-07-24 15:43:00,1.7
EV201827,FL000790,Gate Change,High,2025-11-22 17:42:00,1.9
EV201828,FL007425,Crew Issue,High,2025-11-30 20:56:00,0.7
EV201829,FL002416,Delay,Medium,2025-11-14 11:03:00,1.3
EV201830,FL005999,Baggage Issue,High,2025-03-15 15:35:00,3.2
EV201831,FL001339,Delay,Critical,2025-09-26 05:16:00,1.7
EV201832,FL002186,Delay,Low,2025-10-05 15:14:00,0.6
EV201833,FL000677,Delay,High,2025-08-27 19:38:00,1.7
EV201834,FL005817,Delay,Medium,2025-10-19 11:38:00,11.3
EV201835,FL003046,Delay,Low,2025-05-13 14:19:00,8.1
EV201836,FL007404,Baggage Issue,Medium,2025-10-08 10:41:00,4.0
EV201837,FL004234,Technical Defect,Medium,2025-10-06 12:48:00,3.8
EV201838,FL001565,Delay,Medium,2025-11-05 17:28:00,7.7
EV201839,FL006402,Technical Defect,Low,2025-10-13 17:49:00,4.1
EV201840,FL007125,Fuel Issue,Medium,2025-07-29 14:09:00,3.2
EV201841,FL004992,Fuel Issue,Medium,2025-07-03 13:32:00,4.7
EV201842,FL005708,Gate Change,Low,2025-08-03 16:58:00,1.5
EV201843,FL006773,Gate Change,Medium,2025-05-22 14:03:00,3.3
EV201844,FL000900,Technical Defect,Medium,2025-12-23 18:26:00,3.7
EV201845,FL001913,Technical Defect,High,2025-02-14 12:16:00,2.5
EV201846,FL006407,Crew Issue,Medium,2025-12-07 12:42:00,3.4
EV201847,FL006531,Technical Defect,Critical,2025-07-30 21:45:00,2.1
EV201848,FL001544,Fuel Issue,Medium,2025-04-13 06:38:00,1.2
EV201849,FL000425,Gate Change,Medium,2025-07-09 15:08:00,1.8
EV201850,FL004447,Technical Defect,Low,2025-02-13 05:16:00,3.5
EV201851,FL002277,Cleaning Issue,Medium,2025-08-21 05:09:00,3.2
EV201852,FL001354,Fuel Issue,Medium,2025-12-24 12:03:00,3.5
EV201853,FL003645,Technical Defect,Medium,2025-01-05 12:13:00,2.4
EV201854,FL002186,Crew Issue,High,2025-06-30 05:31:00,0.5
EV201855,FL007863,Cleaning Issue,High,2025-08-16 17:54:00,4.3
EV201856,FL006679,Gate Change,Medium,2025-08-07 07:25:00,2.8
EV201857,FL000746,Cleaning Issue,Low,2025-10-27 17:27:00,4.4
EV201858,FL007910,Delay,High,2025-09-16 07:37:00,3.3
EV201859,FL002157,Cleaning Issue,Low,2025-08-03 11:40:00,1.9
EV201860,FL001345,Baggage Issue,Medium,2025-12-10 18:30:00,3.0
EV201861,FL001253,Delay,Low,2025-06-14 16:08:00,12.3
EV201862,FL003114,Delay,Low,2025-03-28 07:26:00,6.3
EV201863,FL003494,Crew Issue,Medium,2025-12-30 06:09:00,3.8
EV201864,FL007420,Delay,High,2025-09-29 16:56:00,15.5
EV201865,FL002702,Delay,Medium,2025-08-12 13:05:00,1.6
EV201866,FL005624,Delay,Medium,2025-05-07 15:10:00,2.4
EV201867,FL000757,Delay,Medium,2025-10-18 13:04:00,3.2
EV201868,FL006746,Delay,Medium,2025-02-02 07:42:00,1.2
EV201869,FL003953,Gate Change,Medium,2025-03-24 21:38:00,10.5
EV201870,FL004760,Gate Change,Low,2025-11-24 13:21:00,11.2
EV201871,FL003989,Technical Defect,Medium,2025-03-14 10:17:00,5.0
EV201872,FL006088,Crew Issue,High,2025-01-10 12:53:00,0.4
EV201873,FL005177,Delay,Medium,2025-12-03 10:40:00,0.7
EV201874,FL002998,Fuel Issue,High,2025-05-07 20:55:00,3.9
EV201875,FL006908,Cleaning Issue,Critical,2025-12-04 14:42:00,8.1
EV201876,FL000893,Cleaning Issue,Critical,2025-01-01 10:02:00,2.1
EV201877,FL007996,Delay,High,2025-02-17 08:29:00,4.2
EV201878,FL005112,Fuel Issue,Medium,2025-07-16 07:36:00,7.4
EV201879,FL000854,Crew Issue,Critical,2025-12-17 05:05:00,1.5
EV201880,FL004104,Technical Defect,Medium,2025-06-14 17:35:00,7.0
EV201881,FL002780,Cleaning Issue,Low,2025-09-23 08:55:00,2.4
EV201882,FL000423,Delay,High,2025-01-03 17:29:00,2.7
EV201883,FL007987,Gate Change,Low,2025-04-21 08:35:00,3.7
EV201884,FL007195,Delay,Medium,2025-07-06 14:37:00,1.2
EV201885,FL004663,Delay,High,2025-03-23 21:10:00,4.5
EV201886,FL001017,Fuel Issue,High,2025-03-13 09:59:00,1.7
EV201887,FL003261,Baggage Issue,Low,2025-08-25 19:47:00,1.3
EV201888,FL005894,Baggage Issue,Low,2025-04-01 19:17:00,2.3
EV201889,FL003573,Technical Defect,Medium,2025-02-06 19:28:00,1.0
EV201890,FL004453,Cleaning Issue,Medium,2025-03-19 06:21:00,1.2
EV201891,FL006922,Technical Defect,Medium,2025-09-16 07:54:00,5.5
EV201892,FL001495,Delay,Medium,2025-08-07 21:54:00,4.2
EV201893,FL007095,Delay,Low,2025-10-27 11:15:00,2.7
EV201894,FL008047,Delay,Medium,2025-01-16 15:32:00,1.3
EV201895,FL002424,Crew Issue,Medium,2025-07-04 15:41:00,4.8
EV201896,FL007634,Delay,Medium,2025-12-09 07:19:00,6.8
EV201897,FL002537,Delay,Critical,2025-10-28 08:41:00,16.0
EV201898,FL005758,Technical Defect,Medium,2025-08-10 21:12:00,7.2
EV201899,FL005749,Delay,Low,2025-09-03 12:57:00,2.1
EV201900,FL007690,Gate Change,Low,2025-01-31 18:22:00,1.1
EV201901,FL000555,Cleaning Issue,Medium,2025-07-30 16:19:00,2.8
EV201902,FL004888,Cleaning Issue,Medium,2025-02-07 08:04:00,6.8
EV201903,FL006949,Cleaning Issue,Critical,2025-06-05 19:51:00,2.1
EV201904,FL000751,Gate Change,Medium,2025-04-27 06:19:00,0.6
EV201905,FL000057,Cleaning Issue,Medium,2025-08-26 21:11:00,4.3
EV201906,FL000532,Technical Defect,High,2025-10-11 13:29:00,2.3
EV201907,FL003787,Delay,Medium,2025-12-22 09:07:00,1.3
EV201908,FL004604,Cleaning Issue,High,2025-12-19 11:25:00,7.4
EV201909,FL006510,Crew Issue,Medium,2025-02-13 13:47:00,1.4
EV201910,FL003462,Technical Defect,High,2025-01-14 16:44:00,2.1
EV201911,FL007510,Delay,Medium,2025-03-04 18:28:00,1.8
EV201912,FL000930,Technical Defect,Low,2025-10-21 17:20:00,0.6
EV201913,FL005151,Technical Defect,Low,2025-08-29 17:15:00,2.6
EV201914,FL003821,Fuel Issue,Medium,2025-08-10 19:58:00,0.5
EV201915,FL004360,Technical Defect,High,2025-12-26 15:32:00,1.1
EV201916,FL004135,Technical Defect,Low,2025-06-22 15:14:00,1.3
EV201917,FL005728,Delay,Medium,2025-07-01 05:21:00,0.8
EV201918,FL005886,Crew Issue,Low,2025-09-13 16:47:00,4.0
EV201919,FL006918,Baggage Issue,Low,2025-05-25 21:10:00,3.3
EV201920,FL003014,Delay,Low,2025-03-07 18:37:00,4.4
EV201921,FL000107,Delay,High,2025-12-16 18:15:00,0.7
EV201922,FL001312,Delay,High,2025-12-20 17:52:00,5.9
EV201923,FL004980,Gate Change,Medium,2025-04-13 19:02:00,6.0
EV201924,FL001320,Delay,Low,2025-02-18 19:28:00,6.5
EV201925,FL006300,Gate Change,High,2025-05-01 16:08:00,3.0
EV201926,FL000003,Delay,Low,2025-05-22 14:03:00,2.9
EV201927,FL007602,Cleaning Issue,Low,2025-06-03 08:06:00,4.3
EV201928,FL008149,Fuel Issue,Low,2025-12-22 08:24:00,7.2
EV201929,FL003283,Gate Change,Low,2025-07-08 06:55:00,2.8
EV201930,FL007047,Delay,Low,2025-10-18 13:04:00,2.4
EV201931,FL007407,Delay,Low,2025-01-20 20:14:00,3.6
EV201932,FL006663,Delay,Low,2025-03-02 06:13:00,2.9
EV201933,FL005176,Technical Defect,High,2025-05-27 20:31:00,0.5
EV201934,FL001702,Delay,High,2025-02-01 18:00:00,2.5
EV201935,FL002739,Baggage Issue,High,2025-08-01 05:20:00,3.1
EV201936,FL002942,Fuel Issue,High,2025-03-29 07:16:00,4.0
EV201937,FL008078,Delay,Medium,2025-02-15 09:10:00,4.1
EV201938,FL005277,Fuel Issue,Medium,2025-02-13 11:56:00,3.4
EV201939,FL000482,Technical Defect,Critical,2025-06-18 14:16:00,5.2
EV201940,FL001319,Delay,Low,2025-04-30 16:18:00,10.1
EV201941,FL007145,Delay,Medium,2025-04-24 06:19:00,2.8
EV201942,FL003994,Delay,Low,2025-04-24 21:25:00,4.0
EV201943,FL004340,Gate Change,Low,2025-02-11 14:34:00,7.8
EV201944,FL007547,Delay,Medium,2025-02-14 05:15:00,2.7
EV201945,FL004803,Technical Defect,High,2025-11-30 20:52:00,3.2
EV201946,FL003403,Crew Issue,High,2025-02-09 08:26:00,0.5
EV201947,FL006837,Technical Defect,Low,2025-05-11 21:30:00,2.4
EV201948,FL002753,Delay,Low,2025-03-19 10:04:00,3.7
EV201949,FL007616,Fuel Issue,High,2025-06-29 08:23:00,3.5
EV201950,FL000593,Delay,Medium,2025-09-28 12:31:00,2.9
EV201951,FL007356,Crew Issue,Low,2025-07-10 06:18:00,2.1
EV201952,FL001005,Baggage Issue,Medium,2025-10-08 05:36:00,3.6
EV201953,FL003832,Crew Issue,High,2025-03-03 11:37:00,6.9
EV201954,FL001758,Technical Defect,Medium,2025-08-15 16:59:00,2.2
EV201955,FL005849,Cleaning Issue,High,2025-07-26 17:59:00,1.1
EV201956,FL003820,Delay,Low,2025-01-07 08:13:00,6.6
EV201957,FL006180,Gate Change,Low,2025-04-02 15:46:00,3.8
EV201958,FL004629,Baggage Issue,Low,2025-07-08 20:22:00,1.0
EV201959,FL002845,Fuel Issue,Low,2025-08-09 16:03:00,4.8
EV201960,FL006021,Baggage Issue,Medium,2025-03-18 17:42:00,5.3
EV201961,FL002493,Baggage Issue,Medium,2025-02-13 21:14:00,0.9
EV201962,FL001850,Cleaning Issue,Low,2025-02-22 15:37:00,4.4
EV201963,FL006748,Technical Defect,Medium,2025-10-16 13:14:00,6.0
EV201964,FL008173,Gate Change,Low,2025-02-05 19:58:00,1.4
EV201965,FL004402,Baggage Issue,Critical,2025-11-11 14:19:00,2.1
EV201966,FL007878,Delay,Medium,2025-02-26 10:59:00,6.6
EV201967,FL001833,Technical Defect,Medium,2025-12-24 16:01:00,5.7
EV201968,FL000041,Baggage Issue,Low,2025-08-19 21:32:00,2.5
EV201969,FL007233,Technical Defect,Low,2025-11-23 16:40:00,4.4
EV201970,FL006831,Cleaning Issue,Medium,2025-06-14 06:23:00,2.2
EV201971,FL004064,Gate Change,Medium,2025-08-30 07:03:00,6.7
EV201972,FL007028,Baggage Issue,Low,2025-05-07 10:37:00,0.9
EV201973,FL007164,Delay,Low,2025-02-23 13:08:00,0.9
EV201974,FL002964,Cleaning Issue,Critical,2025-09-26 07:20:00,3.7
EV201975,FL001353,Cleaning Issue,Low,2025-02-02 08:50:00,3.2
EV201976,FL005048,Baggage Issue,Low,2025-06-03 19:36:00,16.2
EV201977,FL007319,Delay,Medium,2025-01-30 06:36:00,4.2
EV201978,FL004755,Gate Change,High,2025-07-07 18:34:00,1.2
EV201979,FL003324,Delay,Medium,2025-11-03 06:08:00,2.0
EV201980,FL001920,Delay,Low,2025-03-08 07:25:00,1.6
EV201981,FL002404,Delay,Medium,2025-10-06 08:47:00,1.5
EV201982,FL006298,Delay,Low,2025-04-25 19:46:00,3.7
EV201983,FL003031,Cleaning Issue,Medium,2025-03-25 21:36:00,2.5
EV201984,FL004156,Crew Issue,Low,2025-11-24 05:43:00,2.1
EV201985,FL004952,Baggage Issue,Low,2025-03-30 15:09:00,8.3
EV201986,FL002480,Crew Issue,Medium,2025-07-30 08:12:00,3.3
EV201987,FL002468,Technical Defect,Low,2025-02-06 06:17:00,0.1
EV201988,FL005923,Cleaning Issue,Medium,2025-02-25 09:35:00,6.4
EV201989,FL005287,Gate Change,Medium,2025-12-21 18:17:00,13.0
EV201990,FL006380,Delay,Medium,2025-06-06 08:07:00,1.3
EV201991,FL004141,Baggage Issue,Medium,2025-04-04 08:56:00,7.1
EV201992,FL000087,Gate Change,Medium,2025-11-15 17:58:00,1.0
EV201993,FL005385,Gate Change,Medium,2025-11-05 16:11:00,0.5
EV201994,FL000113,Delay,Medium,2025-04-02 21:54:00,1.2
EV201995,FL002771,Gate Change,Low,2025-10-06 12:06:00,2.7
EV201996,FL006077,Delay,Medium,2025-04-11 08:45:00,4.9
EV201997,FL002131,Crew Issue,Medium,2025-10-20 10:51:00,1.6
EV201998,FL007156,Gate Change,Low,2025-04-20 14:05:00,1.7
EV201999,FL005536,Baggage Issue,Low,2025-08-17 07:45:00,2.9
EV202000,FL007427,Gate Change,Medium,2025-12-19 18:18:00,2.5
EV202001,FL004348,Cleaning Issue,Medium,2025-03-21 16:15:00,9.0
EV202002,FL003778,Delay,Medium,2025-03-22 18:06:00,4.0
EV202003,FL001170,Technical Defect,Medium,2025-03-24 21:13:00,2.6
EV202004,FL007392,Baggage Issue,Medium,2025-06-25 06:30:00,7.3
EV202005,FL005363,Gate Change,Medium,2025-12-07 19:40:00,2.6
EV202006,FL006703,Crew Issue,Low,2025-11-03 16:13:00,7.2
EV202007,FL002275,Cleaning Issue,High,2025-07-20 18:25:00,5.8
EV202008,FL001697,Technical Defect,Medium,2025-06-22 05:06:00,5.3
EV202009,FL002994,Crew Issue,Low,2025-09-01 11:58:00,1.2
EV202010,FL003905,Technical Defect,Medium,2025-11-02 13:35:00,2.7
EV202011,FL007025,Crew Issue,Medium,2025-07-12 15:04:00,3.3
EV202012,FL002195,Technical Defect,Medium,2025-07-10 20:42:00,2.3
EV202013,FL001662,Technical Defect,High,2025-05-06 12:45:00,3.0
EV202014,FL000985,Cleaning Issue,Medium,2025-12-02 17:02:00,3.8
EV202015,FL003539,Baggage Issue,High,2025-09-14 18:50:00,0.5
EV202016,FL000856,Baggage Issue,Medium,2025-08-16 15:24:00,3.0
EV202017,FL000706,Technical Defect,Medium,2025-11-09 06:01:00,6.9
EV202018,FL002934,Delay,Medium,2025-08-19 13:44:00,7.5
EV202019,FL003699,Technical Defect,Medium,2025-03-28 11:13:00,0.5
EV202020,FL003389,Delay,Medium,2025-09-10 11:01:00,7.6
EV202021,FL007566,Crew Issue,Medium,2025-03-02 11:41:00,1.1
EV202022,FL007540,Crew Issue,Low,2025-03-05 16:57:00,5.0
EV202023,FL004589,Delay,Medium,2025-01-24 20:24:00,3.7
EV202024,FL007721,Technical Defect,Medium,2025-02-19 20:01:00,10.9
EV202025,FL007133,Cleaning Issue,Medium,2025-11-25 18:20:00,0.8
EV202026,FL000394,Delay,Low,2025-01-13 06:00:00,16.9
EV202027,FL004453,Technical Defect,Low,2025-09-08 15:01:00,5.4
EV202028,FL002865,Delay,Medium,2025-11-21 17:19:00,4.0
EV202029,FL000482,Technical Defect,Medium,2025-09-16 07:54:00,1.6
EV202030,FL005375,Gate Change,Low,2025-04-03 10:38:00,1.6
EV202031,FL004144,Technical Defect,Low,2025-01-20 16:47:00,7.2
EV202032,FL005023,Fuel Issue,Medium,2025-06-16 10:23:00,4.0
EV202033,FL001911,Technical Defect,Medium,2025-05-26 20:40:00,0.5
EV202034,FL006913,Delay,Low,2025-10-01 19:39:00,2.8
EV202035,FL003554,Crew Issue,High,2025-01-21 08:20:00,7.8
EV202036,FL001954,Delay,Low,2025-10-13 19:05:00,0.7
EV202037,FL001949,Crew Issue,Medium,2025-09-08 13:12:00,4.9
EV202038,FL002270,Technical Defect,Low,2025-04-28 13:12:00,4.5
EV202039,FL000929,Delay,Low,2025-05-06 20:58:00,6.6
EV202040,FL007124,Delay,Medium,2025-09-09 05:23:00,3.2
EV202041,FL001740,Fuel Issue,High,2025-12-24 15:11:00,1.6
EV202042,FL006087,Delay,Low,2025-05-09 08:44:00,6.3
EV202043,FL003297,Cleaning Issue,Medium,2025-09-20 09:17:00,3.1
EV202044,FL000992,Gate Change,Medium,2025-08-06 12:06:00,1.5
EV202045,FL006760,Crew Issue,Medium,2025-02-22 06:16:00,3.6
EV202046,FL006646,Gate Change,Medium,2025-10-30 16:33:00,8.1
EV202047,FL006321,Cleaning Issue,High,2025-03-09 20:26:00,0.3
EV202048,FL003011,Delay,Low,2025-02-03 19:55:00,2.5
EV202049,FL000302,Technical Defect,Medium,2025-02-15 10:16:00,3.4
EV202050,FL006440,Fuel Issue,High,2025-05-23 10:52:00,5.6
EV202051,FL006382,Delay,Low,2025-04-03 17:30:00,2.0
EV202052,FL007149,Baggage Issue,Medium,2025-06-14 13:12:00,1.9
EV202053,FL000253,Fuel Issue,Medium,2025-12-20 06:24:00,1.8
EV202054,FL006966,Cleaning Issue,Low,2025-01-28 17:56:00,2.2
EV202055,FL000624,Crew Issue,Medium,2025-12-26 10:52:00,5.1
EV202056,FL000229,Delay,High,2025-04-27 12:32:00,2.1
EV202057,FL006257,Gate Change,Medium,2025-04-16 15:04:00,2.1
EV202058,FL006090,Baggage Issue,Low,2025-01-30 07:40:00,1.0
EV202059,FL003230,Delay,Critical,2025-04-01 12:04:00,1.5
EV202060,FL005998,Baggage Issue,Low,2025-12-23 07:55:00,4.0
EV202061,FL002641,Cleaning Issue,Low,2025-04-06 21:29:00,4.1
EV202062,FL000977,Baggage Issue,Low,2025-10-21 17:20:00,2.9
EV202063,FL003084,Technical Defect,Critical,2025-07-03 19:35:00,2.9
EV202064,FL007368,Crew Issue,Low,2025-01-13 17:11:00,1.3
EV202065,FL004306,Delay,High,2025-06-25 05:55:00,4.9
EV202066,FL006014,Baggage Issue,High,2025-02-02 20:08:00,2.4
EV202067,FL004983,Technical Defect,Low,2025-06-13 15:20:00,3.9
EV202068,FL005401,Gate Change,Medium,2025-06-24 09:59:00,7.2
EV202069,FL005507,Technical Defect,Medium,2025-01-30 21:01:00,4.8
EV202070,FL000883,Technical Defect,Medium,2025-08-08 14:33:00,3.6
EV202071,FL000791,Delay,Medium,2025-04-06 21:59:00,3.0
EV202072,FL000998,Baggage Issue,Low,2025-10-18 18:15:00,2.0
EV202073,FL001351,Cleaning Issue,Low,2025-06-15 07:43:00,2.0
EV202074,FL005663,Technical Defect,Low,2025-11-13 19:05:00,1.7
EV202075,FL003567,Baggage Issue,Low,2025-03-22 16:53:00,6.5
EV202076,FL003001,Crew Issue,Medium,2025-08-26 18:53:00,1.4
EV202077,FL007098,Gate Change,Low,2025-08-16 17:54:00,2.2
EV202078,FL003924,Cleaning Issue,Low,2025-01-02 09:12:00,3.2
EV202079,FL006265,Cleaning Issue,Medium,2025-02-26 08:28:00,10.2
EV202080,FL005110,Fuel Issue,Medium,2025-04-17 08:40:00,0.9
EV202081,FL001534,Technical Defect,High,2025-05-12 20:45:00,1.0
EV202082,FL003038,Delay,Low,2025-11-18 21:43:00,6.3
EV202083,FL002361,Technical Defect,Medium,2025-10-04 11:52:00,4.4
EV202084,FL005891,Gate Change,Low,2025-03-17 09:47:00,3.6
EV202085,FL003111,Delay,Medium,2025-08-04 16:44:00,5.4
EV202086,FL004646,Fuel Issue,High,2025-01-17 16:24:00,1.4
EV202087,FL007064,Fuel Issue,Low,2025-11-29 05:39:00,5.4
EV202088,FL003025,Baggage Issue,Medium,2025-09-08 18:13:00,4.4
EV202089,FL008036,Gate Change,Low,2025-04-17 16:08:00,2.2
EV202090,FL001665,Technical Defect,Medium,2025-09-02 20:36:00,3.1
EV202091,FL000628,Cleaning Issue,Medium,2025-01-04 16:28:00,1.3
EV202092,FL001585,Technical Defect,High,2025-04-07 18:06:00,5.1
EV202093,FL003999,Delay,High,2025-07-04 09:07:00,1.0
EV202094,FL000245,Cleaning Issue,Medium,2025-08-18 08:28:00,1.1
EV202095,FL002978,Fuel Issue,Low,2025-03-24 19:11:00,2.1
EV202096,FL002609,Delay,Low,2025-07-31 07:57:00,0.3
EV202097,FL002643,Gate Change,Medium,2025-02-15 05:07:00,3.2
EV202098,FL001624,Gate Change,Critical,2025-02-21 15:43:00,3.8
EV202099,FL004100,Fuel Issue,Medium,2025-01-07 11:05:00,7.2
EV202100,FL002273,Gate Change,Low,2025-10-06 16:54:00,2.5
EV202101,FL005904,Technical Defect,Critical,2025-08-02 19:34:00,3.4
EV202102,FL004774,Gate Change,High,2025-03-24 19:16:00,3.0
EV202103,FL004851,Cleaning Issue,Medium,2025-05-21 07:09:00,5.9
EV202104,FL006313,Delay,Medium,2025-10-14 14:16:00,9.6
EV202105,FL003486,Baggage Issue,Low,2025-04-29 20:37:00,3.5
EV202106,FL001372,Delay,Critical,2025-04-09 14:57:00,2.4
EV202107,FL005933,Delay,Low,2025-05-19 10:21:00,3.7
EV202108,FL007753,Baggage Issue,High,2025-03-23 21:10:00,3.0
EV202109,FL003380,Baggage Issue,Medium,2025-10-05 11:36:00,1.0
EV202110,FL005882,Fuel Issue,Medium,2025-11-16 06:06:00,2.0
EV202111,FL005353,Gate Change,Low,2025-03-28 20:53:00,4.2
EV202112,FL000382,Crew Issue,Medium,2025-12-01 07:22:00,5.6
EV202113,FL001380,Technical Defect,Medium,2025-07-05 12:00:00,10.9
EV202114,FL005616,Delay,Medium,2025-08-27 11:30:00,0.7
EV202115,FL002790,Technical Defect,Medium,2025-12-29 12:21:00,4.3
EV202116,FL002158,Delay,Critical,2025-11-28 16:53:00,0.9
EV202117,FL004671,Gate Change,Medium,2025-01-18 15:25:00,8.7
EV202118,FL004567,Technical Defect,Low,2025-02-12 05:00:00,2.8
EV202119,FL007540,Delay,Medium,2025-08-28 16:25:00,5.0
EV202120,FL008051,Technical Defect,High,2025-08-14 05:07:00,0.5
EV202121,FL000159,Gate Change,Low,2025-09-06 17:10:00,4.0
EV202122,FL003753,Technical Defect,Low,2025-03-05 07:24:00,7.3
EV202123,FL005971,Delay,Low,2025-06-04 10:24:00,6.2
EV202124,FL002802,Cleaning Issue,Low,2025-06-25 16:36:00,3.5
EV202125,FL003975,Crew Issue,Medium,2025-10-22 15:05:00,1.5
EV202126,FL005695,Delay,Low,2025-08-24 09:30:00,4.6
EV202127,FL006118,Technical Defect,Low,2025-09-02 07:12:00,3.9
EV202128,FL007762,Technical Defect,Low,2025-05-06 19:25:00,7.0
EV202129,FL000944,Cleaning Issue,Medium,2025-09-17 19:16:00,1.5
EV202130,FL003678,Crew Issue,Medium,2025-02-02 18:42:00,4.1
EV202131,FL004861,Baggage Issue,Medium,2025-02-17 15:07:00,5.0
EV202132,FL007332,Delay,Medium,2025-06-06 17:10:00,0.5
EV202133,FL003465,Delay,High,2025-07-19 06:01:00,2.1
EV202134,FL000427,Cleaning Issue,Low,2025-04-17 17:54:00,4.8
EV202135,FL002559,Technical Defect,Medium,2025-03-04 15:53:00,1.7
EV202136,FL007656,Delay,Low,2025-07-03 20:22:00,7.2
EV202137,FL000267,Technical Defect,Medium,2025-01-30 17:13:00,7.6
EV202138,FL007788,Gate Change,High,2025-03-20 19:58:00,2.7
EV202139,FL004316,Delay,High,2025-06-04 16:47:00,0.3
EV202140,FL001697,Technical Defect,Medium,2025-07-02 18:27:00,2.7
EV202141,FL002809,Delay,Low,2025-02-07 10:23:00,2.2
EV202142,FL002910,Technical Defect,Low,2025-10-21 13:55:00,9.8
EV202143,FL007574,Cleaning Issue,Medium,2025-01-01 14:13:00,1.8
EV202144,FL006657,Technical Defect,Low,2025-07-01 21:46:00,2.4
EV202145,FL006170,Crew Issue,Medium,2025-12-20 13:27:00,2.5
EV202146,FL000118,Delay,Low,2025-11-23 06:10:00,2.6
EV202147,FL000715,Crew Issue,Low,2025-11-16 06:06:00,1.2
EV202148,FL007225,Technical Defect,Medium,2025-09-15 21:16:00,0.5
EV202149,FL002547,Technical Defect,Medium,2025-03-11 11:09:00,1.8
EV202150,FL001597,Gate Change,Low,2025-08-19 12:49:00,3.7
EV202151,FL002134,Technical Defect,Medium,2025-02-25 09:35:00,6.2
EV202152,FL005411,Crew Issue,Medium,2025-12-23 10:57:00,2.4
EV202153,FL005619,Crew Issue,High,2025-05-06 12:22:00,2.8
EV202154,FL002270,Delay,High,2025-01-17 13:39:00,1.6
EV202155,FL004725,Technical Defect,Medium,2025-02-11 20:56:00,4.2
EV202156,FL006764,Delay,High,2025-02-05 19:58:00,3.8
EV202157,FL002949,Delay,Low,2025-05-05 12:37:00,7.2
EV202158,FL001087,Delay,Low,2025-03-08 18:19:00,3.6
EV202159,FL001822,Gate Change,High,2025-09-14 18:40:00,5.5
EV202160,FL008059,Crew Issue,Medium,2025-09-12 18:28:00,2.6
EV202161,FL003619,Cleaning Issue,Medium,2025-03-31 12:27:00,0.8
