work_order_id,aircraft_id,opened_date,maintenance_type,priority,status,technician_hours,parts_cost_eur,downtime_hours
WO100642,OH-A105,2025-07-15,Component Replacement,Medium,Open,2.7,194.63,7.3
WO100643,OH-A108,2025-11-28,Cabin,Medium,Closed,2.8,100.01,21.6
WO100644,OH-A137,2025-11-03,Inspection,Low,Closed,2.6,1025.34,15.2
WO100645,OH-A143,2025-04-19,Scheduled,Medium,Closed,2.3,741.8,19.2
WO100646,OH-A133,2025-10-19,Inspection,Low,Closed,3.5,384.06,16.6
WO100647,OH-A121,2025-01-03,Inspection,Medium,Closed,6.4,590.93,8.5
WO100648,OH-A142,2025-06-07,Cabin,Low,Closed,23.0,547.8,64.0
WO100649,OH-A116,2025-07-20,Inspection,Medium,Closed,2.5,193.74,8.0
WO100650,OH-A130,2025-08-29,Scheduled,Medium,Closed,6.3,2437.96,11.3
WO100651,OH-A132,2025-01-01,Component Replacement,Medium,Closed,7.9,187.05,25.9
WO100652,OH-A103,2025-04-21,Component Replacement,Medium,Closed,5.3,76.1,15.6
WO100653,OH-A146,2025-04-04,Unscheduled,Low,Closed,6.8,474.05,9.6
WO100654,OH-A130,2025-05-22,Scheduled,Low,Closed,4.6,709.29,12.6
WO100655,OH-A111,2025-09-10,Unscheduled,Medium,Closed,3.8,298.3,5.6
WO100656,OH-A139,2025-01-29,Engine,Medium,Closed,4.9,1400.64,6.7
WO100657,OH-A118,2025-10-01,Unscheduled,Low,Closed,11.0,483.3,11.3
WO100658,OH-A104,2025-02-06,Component Replacement,High,Closed,1.0,177.57,4.0
WO100659,OH-A132,2025-07-05,Scheduled,Low,Closed,9.0,222.79,5.3
WO100660,OH-A106,2025-10-26,Unscheduled,Low,Closed,5.7,468.08,1.9
WO100661,OH-A128,2025-11-17,Unscheduled,Medium,Closed,2.5,437.25,8.7
WO100662,OH-A132,2025-12-21,Scheduled,Low,Closed,2.0,1357.54,9.6
WO100663,OH-A107,2025-06-07,Unscheduled,Medium,Closed,4.8,929.64,17.1
WO100664,OH-A137,2025-06-28,Component Replacement,Low,Closed,8.5,84.13,4.6
WO100665,OH-A121,2025-11-25,Unscheduled,Medium,Closed,8.0,340.79,6.8
WO100666,OH-A116,2025-02-16,Scheduled,Medium,Closed,7.4,116.41,14.4
WO100667,OH-A104,2025-11-28,Component Replacement,Low,Closed,2.3,1734.71,16.1
WO100668,OH-A135,2025-02-02,Unscheduled,Medium,Closed,9.8,152.4,15.6
WO100669,OH-A107,2025-02-03,Unscheduled,High,Closed,6.9,493.78,4.9
WO100670,OH-A108,2025-01-17,Component Replacement,High,Closed,3.3,200.77,2.2
WO100671,OH-A112,2025-03-26,Unscheduled,Medium,Closed,10.3,55.78,9.4
WO100672,OH-A121,2025-11-17,Inspection,Critical,Closed,3.0,114.97,8.5
WO100673,OH-A142,2025-03-17,Scheduled,Low,Closed,7.4,314.38,9.9
WO100674,OH-A135,2025-06-11,Unscheduled,High,In Progress,4.0,712.35,11.0
WO100675,OH-A135,2025-10-21,Scheduled,Critical,Closed,5.1,686.08,12.2
WO100676,OH-A109,2025-11-18,Cabin,Medium,Closed,7.9,106.62,12.3
WO100677,OH-A131,2025-06-10,Scheduled,Low,Closed,6.4,551.86,6.9
WO100678,OH-A116,2025-05-13,Component Replacement,High,Closed,5.8,1042.93,7.7
WO100679,OH-A122,2025-06-19,Component Replacement,Medium,Closed,3.5,673.64,6.1
WO100680,OH-A130,2025-08-03,Unscheduled,Low,Closed,3.8,280.98,14.7
WO100681,OH-A107,2025-04-28,Scheduled,High,Closed,3.9,423.3,4.0
WO100682,OH-A116,2025-09-03,Scheduled,Medium,Open,10.9,469.86,24.8
WO100683,OH-A118,2025-10-22,Scheduled,Medium,Closed,17.4,1631.14,8.7
WO100684,OH-A141,2025-01-19,Cabin,Medium,Closed,3.5,2211.29,8.6
WO100685,OH-A146,2025-10-27,Scheduled,High,Closed,14.0,768.85,7.5
WO100686,OH-A145,2025-09-06,Unscheduled,Medium,Closed,3.2,425.57,15.0
WO100687,OH-A125,2025-01-22,Scheduled,High,Closed,7.4,391.09,9.2
WO100688,OH-A130,2025-10-19,Inspection,Low,Closed,3.1,433.82,6.4
WO100689,OH-A134,2025-06-30,Unscheduled,Medium,Closed,11.5,495.41,14.5
WO100690,OH-A137,2025-01-09,Unscheduled,Medium,Closed,9.8,240.75,5.6
WO100691,OH-A132,2025-01-30,Scheduled,Medium,Closed,11.1,2887.46,15.2
WO100692,OH-A143,2025-01-22,Cabin,Low,Closed,4.6,182.74,2.8
WO100693,OH-A118,2025-05-29,Inspection,Low,Closed,3.6,1473.73,19.4
WO100694,OH-A133,2025-07-10,Scheduled,Low,Closed,10.9,44.8,5.4
WO100695,OH-A129,2025-03-29,Component Replacement,Medium,Closed,5.6,306.32,3.5
WO100696,OH-A137,2025-12-21,Component Replacement,Low,Closed,5.7,287.48,7.2
WO100697,OH-A144,2025-01-12,Unscheduled,Medium,Closed,4.5,507.1,6.5
WO100698,OH-A103,2025-12-22,Cabin,High,Closed,5.4,280.25,11.1
WO100699,OH-A140,2025-02-25,Scheduled,Medium,Closed,10.9,1613.24,3.4
WO100700,OH-A139,2025-02-09,Engine,High,Closed,4.2,316.62,10.9
WO100701,OH-A141,2025-06-29,Engine,Medium,Closed,4.2,144.13,7.2
WO100702,OH-A113,2025-10-05,Inspection,High,Closed,3.6,153.55,9.2
WO100703,OH-A127,2025-08-30,Inspection,High,Closed,5.4,251.4,3.9
WO100704,OH-A103,2025-10-17,Scheduled,Medium,Closed,11.4,832.42,8.8
WO100705,OH-A102,2025-06-15,Scheduled,Medium,Closed,3.6,997.76,5.5
WO100706,OH-A128,2025-11-17,Unscheduled,Medium,Closed,4.0,121.23,2.4
WO100707,OH-A146,2025-10-06,Cabin,High,Closed,14.0,181.25,12.9
WO100708,OH-A110,2025-01-16,Scheduled,Medium,Closed,4.0,139.0,4.8
WO100709,OH-A137,2025-07-03,Unscheduled,Medium,Closed,6.1,303.25,10.9
WO100710,OH-A103,2025-12-21,Scheduled,High,Closed,15.6,1055.73,4.8
WO100711,OH-A103,2025-09-23,Scheduled,Critical,Closed,5.4,478.87,8.6
WO100712,OH-A129,2025-10-27,Unscheduled,Medium,Closed,18.3,699.34,30.3
WO100713,OH-A113,2025-09-20,Cabin,Medium,Closed,3.5,851.4,16.7
WO100714,OH-A104,2025-08-10,Scheduled,Medium,Closed,17.7,224.36,23.2
WO100715,OH-A143,2025-05-03,Scheduled,Medium,Closed,5.3,112.06,17.3
WO100716,OH-A142,2025-01-25,Scheduled,Low,Closed,1.3,224.22,8.4
WO100717,OH-A100,2025-04-21,Inspection,Critical,Closed,1.7,917.23,15.0
WO100718,OH-A146,2025-03-29,Unscheduled,Medium,Closed,4.6,737.21,7.7
WO100719,OH-A100,2025-09-22,Scheduled,Low,Closed,7.0,436.64,3.3
WO100720,OH-A135,2025-05-07,Scheduled,Low,Closed,5.6,1041.98,10.1
WO100721,OH-A137,2025-05-10,Unscheduled,Medium,Closed,-2.0,466.68,2.6
WO100722,OH-A113,2025-11-09,Scheduled,Medium,Open,7.9,289.5,7.5
WO100723,OH-A106,2025-03-13,Engine,Medium,In Progress,5.1,84.03,18.3
WO100724,OH-A127,2025-10-05,Component Replacement,Medium,Closed,6.6,1438.43,16.1
WO100725,OH-A142,2025-05-09,Unscheduled,Medium,Closed,4.8,366.48,7.6
WO100726,OH-A101,2025-12-10,Inspection,Medium,Open,8.1,256.88,23.1
WO100727,OH-A140,2025-12-15,Unscheduled,Low,Closed,3.7,364.06,11.9
WO100728,OH-A129,2025-06-04,Scheduled,Low,Open,8.2,1805.78,13.4
WO100729,OH-A147,2025-10-13,Inspection,Medium,Closed,5.5,1088.6,6.5
WO100730,OH-A112,2025-12-01,Component Replacement,High,Closed,4.7,281.46,14.7
WO100731,OH-A130,2025-08-09,Unscheduled,Low,Closed,12.1,645.32,8.0
WO100732,OH-A121,2025-11-23,Scheduled,Medium,Closed,15.5,1376.21,4.3
WO100733,OH-A130,2025-09-07,Scheduled,Low,Closed,6.8,571.02,11.9
WO100734,OH-A108,2025-01-07,Unscheduled,Low,Closed,4.9,455.19,8.8
WO100735,OH-A123,2025-08-10,Unscheduled,Low,Closed,5.0,49.88,8.4
WO100736,OH-A147,2025-03-29,Component Replacement,Medium,Open,5.0,1402.15,12.6
WO100737,OH-A140,2025-08-04,Scheduled,Low,Closed,0.8,144.27,2.7
WO100738,OH-A109,2025-10-19,Component Replacement,High,Closed,8.7,62.13,5.7
WO100739,OH-A102,2025-03-14,Cabin,Medium,Closed,7.4,66.4,11.0
WO100740,OH-A120,2025-08-31,Scheduled,Medium,Closed,6.4,171.55,4.0
WO100741,OH-A110,2025-07-17,Unscheduled,Critical,Closed,10.0,655.87,5.0
WO100742,OH-A112,2025-03-23,Unscheduled,Low,Open,3.0,1287.73,14.7
WO100743,OH-A108,2025-10-05,Inspection,Medium,Closed,1.3,567.74,3.4
WO100744,OH-A125,2025-10-13,Cabin,Medium,Closed,4.9,2288.18,16.7
WO100745,OH-A104,2025-01-03,Cabin,Low,Closed,9.1,269.58,12.8
WO100746,OH-A143,2025-04-26,Unscheduled,Low,Open,6.7,319.87,13.6
WO100747,OH-A101,2025-01-27,Component Replacement,High,Closed,5.7,62.38,3.7
WO100748,OH-A107,2025-08-08,Unscheduled,Low,Closed,15.8,226.83,17.1
WO100749,OH-A126,2025-11-18,Component Replacement,Medium,Closed,12.8,52.35,9.9
WO100750,OH-A106,2025-12-08,Cabin,Medium,Closed,9.6,105.45,23.4
WO100751,OH-A124,2025-05-25,Component Replacement,Low,Closed,5.5,757.58,13.0
WO100752,OH-A103,2025-03-29,Scheduled,High,Closed,24.1,74.66,8.3
WO100753,OH-A141,2025-04-25,Scheduled,High,Closed,3.2,82.42,2.8
WO100754,OH-A128,2025-01-21,Component Replacement,High,Closed,11.3,69.56,11.3
WO100755,OH-A114,2025-05-08,Scheduled,Low,Closed,11.8,876.88,15.8
WO100756,OH-A128,2025-08-29,Unscheduled,Critical,Closed,4.7,2077.46,14.5
WO100757,OH-A125,2025-01-07,Inspection,Medium,Closed,13.2,374.38,4.2
WO100758,OH-A139,2025-09-23,Engine,Medium,Closed,3.0,1035.75,22.8
WO100759,OH-A134,2025-11-04,Engine,Medium,Closed,8.0,125.96,5.9
WO100760,OH-A140,2025-04-25,Scheduled,High,Closed,10.9,1380.07,16.5
WO100761,OH-A141,2025-10-08,Inspection,Medium,Closed,7.7,197.22,4.7
WO100762,OH-A104,2025-06-20,Component Replacement,Medium,Closed,2.3,786.49,4.6
WO100763,OH-A136,2025-12-27,Scheduled,Medium,Closed,10.8,392.59,4.9
WO100764,OH-A143,2025-07-02,Unscheduled,Low,Open,12.8,59.27,4.9
WO100765,OH-A109,2025-08-07,Inspection,Low,Closed,7.1,166.47,3.3
WO100766,OH-A139,2025-10-25,Unscheduled,Medium,Closed,1.8,478.71,4.1
WO100767,OH-A129,2025-04-10,Unscheduled,Medium,Closed,6.8,63.46,1.3
WO100768,OH-A131,2025-09-10,Scheduled,Medium,Closed,4.4,542.7,1.9
WO100769,OH-A134,2025-11-07,Component Replacement,High,Closed,6.6,97.88,26.2
WO100770,OH-A116,2025-04-10,Scheduled,Medium,Closed,9.5,692.72,10.7
WO100771,OH-A143,2025-10-22,Unscheduled,Low,Closed,2.8,103.48,8.6
WO100772,OH-A135,2025-04-10,Unscheduled,Medium,Closed,14.3,628.4,10.6
WO100773,OH-A121,2025-08-11,Scheduled,Low,Open,5.3,912.88,6.4
WO100774,OH-A129,2025-04-29,Unscheduled,High,Open,7.2,341.02,8.2
WO100775,OH-A145,2025-08-18,Scheduled,Medium,Closed,4.7,372.36,6.8
WO100776,OH-A116,2025-02-23,Scheduled,High,Closed,9.5,1782.09,12.0
WO100777,OH-A142,2025-10-23,Unscheduled,Low,Closed,14.3,184.34,15.3
WO100778,OH-A100,2025-02-19,Unscheduled,Medium,Closed,3.9,236.45,5.1
WO100779,OH-A138,2025-05-03,Unscheduled,Medium,Closed,8.8,765.6,4.0
WO100780,OH-A128,2025-10-26,Scheduled,Low,Closed,4.2,615.43,5.9
WO100781,OH-A134,2025-02-05,Unscheduled,Medium,Closed,9.4,316.45,5.3
WO100782,OH-A127,2025-10-31,Scheduled,Low,Closed,6.5,119.7,12.2
WO100783,OH-A122,2025-05-27,Scheduled,Low,Closed,10.6,1068.09,8.7
WO100784,OH-A107,2025-04-05,Scheduled,Medium,Closed,7.5,116.96,4.4
WO100785,OH-A111,2025-10-31,Scheduled,Medium,In Progress,18.9,3937.13,27.0
WO100786,OH-A143,2025-11-07,Unscheduled,Medium,Closed,4.7,122.05,1.9
WO100787,OH-A119,2025-11-11,Cabin,Medium,Closed,2.7,133.59,13.5
WO100788,OH-A107,2025-07-28,Scheduled,Low,Closed,4.5,567.79,5.2
WO100789,OH-A106,2025-03-14,Component Replacement,Medium,Closed,4.6,698.63,6.7
WO100790,OH-A113,2025-09-17,Scheduled,Medium,Open,6.0,152.33,11.2
WO100791,OH-A135,2025-09-14,Unscheduled,Medium,Closed,5.1,2191.69,0.8
WO100792,OH-A117,2025-11-18,Unscheduled,Medium,Closed,7.2,561.01,11.4
WO100793,OH-A120,2025-09-27,Scheduled,Low,Closed,1.9,314.85,14.8
WO100794,OH-A132,2025-04-23,Inspection,Medium,Closed,5.1,593.48,17.4
WO100795,OH-A129,2025-06-13,Scheduled,Low,Closed,5.0,1353.81,4.9
WO100796,OH-A103,2025-08-30,Engine,Medium,In Progress,9.8,2016.72,13.6
WO100797,OH-A118,2025-10-11,Inspection,Medium,Open,3.5,489.25,16.0
WO100798,OH-A133,2025-04-23,Component Replacement,Medium,Closed,3.4,112.83,15.6
WO100799,OH-A134,2025-04-05,Scheduled,Low,Closed,6.4,114.61,9.8
WO100800,OH-A119,2025-11-26,Unscheduled,Medium,Closed,10.2,98.01,17.9
WO100801,OH-A110,2025-12-29,Component Replacement,Medium,Closed,0.7,212.19,29.6
WO100802,OH-A108,2025-04-20,Unscheduled,Medium,Closed,9.6,418.96,8.4
WO100803,OH-A104,2025-01-24,Inspection,Medium,Closed,8.7,499.67,5.1
WO100804,OH-A105,2025-08-17,Unscheduled,Medium,Closed,6.1,1244.72,10.1
WO100805,OH-A146,2025-01-06,Inspection,Low,Closed,7.0,50.74,6.4
WO100806,OH-A119,2025-03-11,Inspection,Medium,Closed,11.3,399.11,5.8
WO100807,OH-A115,2025-07-12,Scheduled,High,Closed,4.5,639.58,23.8
WO100808,OH-A121,2025-05-15,Cabin,High,In Progress,2.5,24.34,7.0
WO100809,OH-A124,2025-01-18,Component Replacement,Low,Closed,8.8,634.95,6.8
WO100810,OH-A106,2025-05-09,Scheduled,High,Closed,8.3,6186.24,5.9
WO100811,OH-A143,2025-09-04,Scheduled,Low,Closed,1.4,874.25,11.0
WO100812,OH-A123,2025-10-01,Component Replacement,Medium,Closed,14.7,548.88,12.8
WO100813,OH-A126,2025-10-02,Inspection,Medium,In Progress,8.0,306.86,19.5
WO100814,OH-A124,2025-04-15,Cabin,Low,Closed,3.7,509.17,4.0
WO100815,OH-A145,2025-08-31,Inspection,Low,Closed,8.4,1876.44,19.1
WO100816,OH-A147,2025-04-30,Scheduled,Low,Closed,-2.0,285.22,4.6
WO100817,OH-A106,2025-08-26,Scheduled,Medium,Closed,4.9,1330.86,3.9
WO100818,OH-A134,2025-01-04,Inspection,Medium,Closed,7.0,641.7,7.8
WO100819,OH-A107,2025-05-30,Unscheduled,Medium,Closed,7.0,2052.04,4.2
WO100820,OH-A100,2025-04-26,Cabin,Medium,Closed,6.5,1198.77,11.0
WO100821,OH-A126,2025-09-01,Component Replacement,Low,In Progress,6.2,487.62,5.8
WO100822,OH-A122,2025-04-10,Cabin,Medium,Closed,7.8,457.17,15.0
WO100823,OH-A123,2025-04-20,Component Replacement,Medium,Unknown,7.1,294.93,12.2
WO100824,OH-A101,2025-07-18,Inspection,Low,In Progress,4.5,1071.61,12.9
WO100825,OH-A130,2025-08-27,Inspection,Critical,Closed,3.2,223.58,10.4
WO100826,OH-A124,2025-05-27,Inspection,Medium,Closed,6.9,452.03,10.1
WO100827,OH-A102,2025-11-22,Unscheduled,Medium,Open,9.5,332.48,5.4
WO100828,OH-A116,2025-12-24,Engine,Medium,Closed,6.8,105.51,5.9
WO100829,OH-A106,2025-08-10,Scheduled,Medium,Closed,4.5,502.91,6.1
WO100830,OH-A143,2025-07-19,Cabin,Medium,Closed,1.9,87.76,14.3
WO100831,OH-A135,2025-07-10,Inspection,High,Closed,15.0,257.7,10.9
WO100832,OH-A123,2025-01-27,Unscheduled,Low,Closed,8.1,786.15,6.1
WO100833,OH-A104,2025-05-31,Scheduled,Low,Closed,7.8,477.66,8.8
WO100834,OH-A140,2025-10-23,Scheduled,Low,In Progress,5.0,470.1,18.8
WO100835,OH-A117,2025-09-11,Inspection,Critical,Closed,1.9,169.91,0.5
WO100836,OH-A128,2025-01-20,Scheduled,Medium,Closed,4.3,1151.55,8.1
WO100837,OH-A134,2025-02-20,Scheduled,Medium,Closed,13.7,166.31,9.0
WO100838,OH-A119,2025-11-02,Scheduled,Low,Closed,2.7,817.58,5.8
WO100839,OH-A146,2025-09-26,Unscheduled,Medium,Closed,1.6,1478.61,2.9
WO100840,OH-A111,2025-05-28,Cabin,High,Closed,14.8,87.31,5.5
WO100841,OH-A116,2025-12-10,Inspection,Medium,Closed,3.7,268.68,4.8
WO100842,OH-A108,2025-01-23,Unscheduled,Low,Closed,5.7,245.08,9.2
WO100843,OH-A116,2025-10-05,Cabin,High,Closed,7.9,530.01,5.0
WO100844,OH-A138,2025-12-23,Unscheduled,High,Closed,17.5,157.05,8.8
WO100845,OH-A122,2025-06-09,Cabin,Medium,Closed,13.5,125.79,21.6
WO100846,OH-A142,2025-06-30,Cabin,Medium,Closed,6.1,382.38,4.0
WO100847,OH-A142,2025-03-19,Inspection,Medium,Open,4.5,230.18,15.8
WO100848,OH-A115,2025-11-09,Inspection,Medium,Open,3.0,348.64,7.6
WO100849,OH-A138,2025-09-22,Engine,High,Open,8.2,985.06,1.3
WO100850,OH-A123,2025-06-03,Unscheduled,Medium,Closed,6.8,80.05,15.1
WO100851,OH-A120,2025-03-27,Unscheduled,Medium,Closed,1.8,360.04,14.9
WO100852,OH-A113,2025-06-18,Scheduled,Low,Closed,5.7,223.41,4.0
WO100853,OH-A103,2025-06-14,Scheduled,Medium,Closed,6.9,413.09,11.1
WO100854,OH-A121,2025-05-13,Scheduled,Low,Closed,8.6,224.3,7.4
WO100855,OH-A132,2025-11-03,Engine,Medium,Closed,3.4,123.94,9.7
WO100856,OH-A141,2025-05-15,Scheduled,Critical,Closed,7.0,597.68,5.4
WO100857,OH-A119,2025-02-11,Unscheduled,Low,Closed,2.9,6447.42,4.3
WO100858,OH-A106,2025-10-17,Unscheduled,Medium,Closed,7.9,364.82,3.6
WO100859,OH-A122,2025-09-24,Unscheduled,Medium,Closed,5.5,195.17,17.6
WO100860,OH-A113,2025-01-12,Engine,Low,Closed,18.2,194.57,4.0
WO100861,OH-A144,2025-09-11,Engine,Medium,Closed,3.8,1027.32,11.0
WO100862,OH-A133,2025-06-28,Inspection,High,Closed,4.8,167.84,4.1
WO100863,OH-A143,2025-09-03,Inspection,Low,Closed,1.9,1479.75,29.8
WO100864,OH-A114,2025-04-07,Engine,Medium,Closed,6.3,78.51,4.0
WO100865,OH-A121,2025-03-06,Unscheduled,Medium,Closed,5.1,488.98,3.9
WO100866,OH-A103,2025-07-23,Unscheduled,Medium,Closed,6.6,783.17,19.3
WO100867,OH-A106,2025-01-20,Scheduled,Low,Closed,6.1,864.76,7.0
WO100868,OH-A117,2025-03-20,Scheduled,Low,Closed,18.4,806.15,3.3
WO100869,OH-A119,2025-01-17,Cabin,Low,Open,8.3,526.38,8.0
WO100870,OH-A132,2025-05-08,Component Replacement,Medium,Closed,9.9,1278.68,4.6
WO100871,OH-A110,2025-11-27,Unscheduled,Low,Closed,6.8,149.76,33.0
WO100872,OH-A147,2025-07-14,Scheduled,Medium,Closed,7.4,211.85,2.0
WO100873,OH-A137,2025-09-27,Component Replacement,Medium,Closed,6.6,269.6,12.6
WO100874,OH-A142,2025-09-28,Cabin,High,Closed,6.7,1778.48,19.7
WO100875,OH-A114,2025-02-16,Cabin,High,Closed,4.5,643.03,13.6
WO100876,OH-A126,2025-12-12,Component Replacement,Medium,Closed,9.7,797.86,5.2
WO100877,OH-A124,2025-02-26,Inspection,Low,Closed,19.1,337.28,16.3
WO100878,OH-A137,2025-03-30,Scheduled,Low,Closed,6.8,913.07,9.3
WO100879,OH-A140,2025-08-28,Scheduled,High,Closed,3.5,85.45,12.2
WO100880,OH-A127,2025-06-26,Scheduled,Medium,Closed,11.0,268.03,13.9
WO100881,OH-A146,2025-03-20,Inspection,Medium,Closed,14.8,324.61,3.9
WO100882,OH-A123,2025-05-08,Cabin,Medium,Closed,4.6,251.06,11.8
WO100883,OH-A113,2025-05-30,Engine,Low,Closed,3.0,292.58,13.4
WO100884,OH-A108,2025-08-10,Unscheduled,Medium,Closed,9.2,697.05,8.1
WO100885,OH-A118,2025-10-16,Unscheduled,Medium,Closed,6.9,512.02,5.1
WO100886,OH-A114,2025-05-14,Unscheduled,Low,Closed,8.7,1330.99,7.7
WO100887,OH-A109,2025-05-24,Inspection,High,Closed,6.5,50.08,23.4
WO100888,OH-A121,2025-02-05,Engine,Medium,Closed,5.7,1786.92,11.0
WO100889,OH-A112,2025-12-15,Component Replacement,Medium,Closed,3.6,210.67,8.6
WO100890,OH-A147,2025-08-13,Cabin,Medium,Closed,8.1,1504.14,4.0
WO100891,OH-A114,2025-04-05,Inspection,Low,Closed,2.7,265.72,16.1
WO100892,OH-A129,2025-01-13,Inspection,Medium,Closed,9.7,583.78,11.7
WO100893,OH-A136,2025-12-13,Cabin,Medium,Closed,9.4,137.44,6.3
WO100894,OH-A145,2025-01-16,Inspection,Medium,Closed,7.9,119.57,5.5
WO100895,OH-A132,2025-03-08,Scheduled,Medium,Closed,12.6,721.35,3.5
WO100896,OH-A112,2025-11-19,Unscheduled,Medium,Closed,5.4,28.1,12.0
WO100897,OH-A126,2025-05-04,Scheduled,Medium,Closed,5.2,119.68,1.9
WO100898,OH-A103,2025-11-14,Scheduled,Medium,Closed,5.0,868.43,12.3
WO100899,OH-A112,2025-07-20,Unscheduled,Medium,Open,7.1,266.57,2.0
WO100900,OH-A146,2025-07-25,Component Replacement,Low,Closed,5.9,166.97,7.3
WO100901,OH-A100,2025-12-07,Scheduled,High,Closed,4.9,1849.74,16.4
WO100902,OH-A115,2025-01-07,Unscheduled,Low,Closed,5.2,2629.05,1.6
WO100903,OH-A102,2025-05-07,Unscheduled,Low,Closed,7.7,403.6,18.8
WO100904,OH-A125,2025-05-06,Engine,High,In Progress,11.9,1441.93,5.4
WO100905,OH-A136,2025-09-25,Scheduled,Medium,Closed,4.4,1839.11,7.6
WO100906,OH-A103,2025-05-07,Scheduled,Medium,Closed,1.3,396.9,5.4
WO100907,OH-A106,2025-11-18,Inspection,Medium,Closed,9.1,241.72,5.9
WO100908,OH-A141,2025-09-21,Inspection,Low,Closed,3.5,440.86,4.3
WO100909,OH-A113,2025-11-28,Scheduled,Medium,Closed,11.9,94.21,15.4
WO100910,OH-A100,2025-10-24,Component Replacement,Medium,In Progress,9.9,711.91,13.0
WO100911,OH-A104,2025-09-30,Unscheduled,Low,Open,10.4,290.2,4.0
WO100912,OH-A143,2025-05-10,Inspection,High,Closed,6.6,426.87,11.1
WO100913,OH-A144,2025-09-23,Inspection,Low,Closed,11.5,420.74,9.6
WO100914,OH-A107,2025-06-03,Scheduled,High,Closed,8.0,172.86,6.5
WO100915,OH-A113,2025-05-06,Scheduled,Medium,Closed,7.7,389.23,11.5
WO100916,OH-A108,2025-03-24,Unscheduled,High,In Progress,6.9,103.61,7.5
WO100917,OH-A123,2025-11-23,Scheduled,High,Closed,8.5,249.05,14.2
WO100918,OH-A139,2025-09-23,Scheduled,High,Closed,2.4,132.51,4.5
WO100919,OH-A136,2025-01-18,Unscheduled,Critical,Closed,4.9,167.9,13.4
WO100920,OH-A118,2025-05-08,Unscheduled,High,Closed,4.9,42.2,1.9
WO100921,OH-A133,2025-07-31,Engine,High,Open,6.1,262.63,9.1
WO100922,OH-A112,2025-09-15,Inspection,Low,Closed,3.4,655.59,8.3
WO100923,OH-A143,2025-04-23,Cabin,High,Closed,4.3,481.93,4.6
WO100924,OH-A128,2025-09-16,Unscheduled,Medium,Closed,2.8,1192.61,11.7
WO100925,OH-A144,2025-04-10,Unscheduled,Critical,Closed,4.3,155.6,12.4
WO100926,OH-A112,2025-02-27,Unscheduled,Medium,Closed,3.7,249.96,5.4
WO100927,OH-A145,2025-02-01,Scheduled,Low,Closed,4.2,1009.43,6.5
WO100928,OH-A113,2025-11-20,Scheduled,Low,Closed,10.0,369.97,10.4
WO100929,OH-A132,2025-08-29,Scheduled,Low,Closed,6.2,485.41,2.3
WO100930,OH-A102,2025-10-28,Component Replacement,Medium,Closed,5.6,3341.52,5.6
WO100931,OH-A111,2025-07-15,Unscheduled,Medium,Closed,12.5,312.87,5.9
WO100932,OH-A125,2025-08-01,Scheduled,Low,Closed,7.8,248.6,6.8
WO100933,OH-A124,2025-04-17,Component Replacement,Low,In Progress,8.1,149.46,13.7
WO100934,OH-A106,2025-02-01,Scheduled,Medium,Closed,6.9,302.11,13.2
WO100935,OH-A100,2025-09-19,Cabin,High,Closed,10.2,1120.77,4.3
WO100936,OH-A140,2025-03-03,Engine,Medium,Closed,11.1,715.93,8.8
WO100937,OH-A111,2025-11-16,Unscheduled,Low,Open,7.6,1690.15,10.1
WO100938,OH-A136,2025-02-03,Scheduled,Medium,Closed,10.1,578.73,11.3
WO100939,OH-A108,2025-12-23,Cabin,Low,Open,8.5,42.91,3.4
WO100940,OH-A113,2025-06-19,Engine,Medium,Open,7.7,756.79,1.2
WO100941,OH-A100,2025-04-14,Cabin,High,Closed,5.3,447.76,25.4
WO100942,OH-A125,2025-04-07,Scheduled,Low,Closed,4.1,404.12,4.9
WO100943,OH-A124,2025-09-05,Inspection,High,Closed,2.4,1364.07,7.9
WO100944,OH-A127,2025-10-31,Scheduled,Medium,Closed,14.4,306.63,10.3
WO100945,OH-A135,2025-06-23,Unscheduled,Low,In Progress,10.2,720.3,7.7
WO100946,OH-A131,2025-06-09,Scheduled,Low,Closed,5.0,137.45,8.1
WO100947,OH-A109,2025-11-17,Component Replacement,Low,Closed,2.1,88.39,10.0
WO100948,OH-A120,2025-06-15,Inspection,Low,Closed,8.5,221.67,4.7
WO100949,OH-A103,2025-05-01,Component Replacement,Medium,Closed,5.4,294.81,4.7
WO100950,OH-A131,2025-12-03,Scheduled,High,Closed,10.5,697.87,4.9
WO100951,OH-A119,2025-10-20,Cabin,Low,Closed,3.6,134.63,10.8
WO100952,OH-A108,2025-07-30,Unscheduled,High,Closed,4.9,1820.67,12.5
WO100953,OH-A142,2025-01-05,Cabin,Medium,Closed,5.7,153.61,4.3
WO100954,OH-A122,2025-05-22,Inspection,Medium,In Progress,9.2,369.4,4.6
WO100955,OH-A102,2025-12-23,Scheduled,Medium,Closed,4.3,408.15,11.7
WO100956,OH-A104,2025-12-25,Component Replacement,High,Closed,8.6,544.16,13.7
WO100957,OH-A113,2025-09-03,Inspection,Critical,Closed,2.5,633.2,14.8
WO100958,OH-A145,2025-06-18,Scheduled,Low,Closed,6.2,3874.15,5.1
WO100959,OH-A104,2025-11-10,Scheduled,Medium,Closed,13.4,220.82,11.0
WO100960,OH-A119,2025-07-31,Cabin,Low,Closed,16.5,551.55,21.6
WO100961,OH-A119,2025-01-22,Cabin,Low,Closed,11.4,371.09,5.9
